date,store_id,sku,quantity_on_hand,quantity_sold,status,days_of_supply,value_on_hand
2024-10-03,ST003,SKU01028,122,10,Overstock,13,37313.7
2024-10-03,ST003,SKU01029,12,2,Low Stock,4,5761.2
2024-10-03,ST003,SKU01030,59,8,Overstock,4,31963.84
2024-10-03,ST003,SKU01031,56,5,In Stock,11,42199.36
2024-10-03,ST003,SKU01032,146,1,Overstock,40,112656.52
2024-10-03,ST003,SKU01033,74,7,In Stock,7,24261.64
2024-10-03,ST003,SKU01034,84,11,Overstock,6,10858.68
2024-10-03,ST003,SKU01035,75,12,Overstock,5,18675.0
2024-10-03,ST003,SKU01036,9,12,Low Stock,0,1543.77
2024-10-03,ST003,SKU01037,108,5,In Stock,19,10077.48
2024-10-03,ST003,SKU01038,23,13,Low Stock,2,1156.67
2024-10-03,ST003,SKU01039,71,13,Overstock,11,31360.7
2024-10-03,ST003,SKU01040,40,2,In Stock,5,14496.0
2024-10-03,ST003,SKU01041,100,6,In Stock,11,15517.0
2024-10-03,ST003,SKU01044,45,6,In Stock,6,29222.55
2024-10-03,ST003,SKU01045,47,1,Overstock,14,14673.4
2024-10-03,ST003,SKU01046,41,6,In Stock,9,31017.32
2024-10-03,ST003,SKU01047,12,11,Low Stock,0,7832.88
2024-10-03,ST003,SKU01049,31,16,In Stock,2,6923.54
2024-10-03,ST004,SKU01001,24,17,Low Stock,1,12664.56
2024-10-03,ST004,SKU01002,111,10,In Stock,9,55176.99
2024-10-03,ST004,SKU01004,38,3,In Stock,5,28686.96
2024-10-03,ST004,SKU01006,120,14,Overstock,8,55537.2
2024-10-03,ST004,SKU01007,62,24,In Stock,4,45821.72
2024-10-03,ST004,SKU01008,0,19,Out of Stock,0,0.0
2024-10-03,ST004,SKU01009,133,14,Overstock,9,4120.34
2024-10-03,ST004,SKU01010,2,4,Low Stock,0,220.76
2024-10-03,ST004,SKU01011,129,6,Overstock,17,75992.61
2024-10-03,ST004,SKU01012,105,4,Overstock,27,61209.75
2024-10-03,ST004,SKU01013,17,6,Low Stock,1,1770.72
2024-10-03,ST004,SKU01014,6,5,Low Stock,1,1070.34
2024-10-03,ST004,SKU01015,66,4,In Stock,15,46182.84
2024-10-03,ST004,SKU01017,3,6,Low Stock,0,1309.77
2024-10-03,ST004,SKU01018,91,7,Overstock,10,6426.42
2024-10-03,ST004,SKU01019,55,13,Overstock,4,27250.3
2024-10-03,ST004,SKU01021,121,5,Overstock,11,95235.47
2024-10-03,ST004,SKU01022,93,12,Overstock,17,51010.5
2024-10-03,ST004,SKU01023,114,15,In Stock,9,36668.1
2024-10-03,ST004,SKU01024,2,7,Low Stock,0,396.54
2024-10-03,ST004,SKU01026,11,8,Low Stock,1,6958.27
2024-10-03,ST004,SKU01028,37,3,In Stock,6,11316.45
2024-10-03,ST004,SKU01029,41,20,In Stock,2,19684.1
2024-10-03,ST004,SKU01030,105,5,Overstock,13,56884.8
2024-10-03,ST004,SKU01031,57,4,In Stock,13,42952.92
2024-10-03,ST004,SKU01033,136,3,Overstock,37,44588.96
2024-10-03,ST004,SKU01034,79,5,Overstock,7,10212.33
2024-10-03,ST004,SKU01035,68,11,Overstock,7,16932.0
2024-10-03,ST004,SKU01036,105,6,Overstock,19,18010.65
2024-10-03,ST004,SKU01037,58,10,In Stock,5,5411.98
2024-10-03,ST004,SKU01038,45,15,Low Stock,3,2263.05
2024-10-03,ST004,SKU01040,63,1,In Stock,13,22831.2
2024-10-03,ST004,SKU01041,85,13,In Stock,7,13189.45
2024-10-03,ST004,SKU01042,92,9,In Stock,7,38917.84
2024-10-03,ST004,SKU01043,26,12,Low Stock,1,7453.42
2024-10-03,ST004,SKU01044,36,9,Low Stock,5,23378.04
2024-10-03,ST004,SKU01045,123,14,Overstock,9,38400.6
2024-10-03,ST004,SKU01046,69,2,Overstock,12,52199.88
2024-10-03,ST004,SKU01048,44,1,Low Stock,19,3260.4
2024-10-03,ST004,SKU01049,104,2,Overstock,45,23227.36
2024-10-03,ST004,SKU01050,118,1,Overstock,27,18691.2
2024-10-03,ST005,SKU01001,39,18,Low Stock,3,20579.91
2024-10-03,ST005,SKU01003,52,11,In Stock,3,32886.88
2024-10-03,ST005,SKU01004,5,6,Low Stock,0,3774.6
2024-10-03,ST005,SKU01005,61,8,In Stock,5,40863.29
2024-10-03,ST005,SKU01006,31,10,Low Stock,4,14347.11
2024-10-03,ST005,SKU01007,114,8,In Stock,12,84252.84
2024-10-03,ST005,SKU01008,8,6,Low Stock,1,1039.36
2024-10-03,ST005,SKU01009,15,13,Low Stock,1,464.7
2024-10-03,ST005,SKU01010,128,8,Overstock,15,14128.64
2024-10-03,ST005,SKU01011,22,6,Low Stock,4,12959.98
2024-10-03,ST005,SKU01013,101,5,Overstock,19,10520.16
2024-10-03,ST005,SKU01015,115,8,Overstock,12,80470.1
2024-10-03,ST005,SKU01016,96,11,In Stock,10,25731.84
2024-10-03,ST005,SKU01017,113,13,In Stock,14,49334.67
2024-10-03,ST005,SKU01018,119,18,Overstock,10,8403.78
2024-10-03,ST005,SKU01019,119,13,Overstock,8,58959.74
2024-10-03,ST005,SKU01020,61,12,In Stock,5,48117.41
2024-10-03,ST005,SKU01021,135,8,Overstock,12,106254.45
2024-10-03,ST005,SKU01022,35,5,In Stock,3,19197.5
2024-10-03,ST005,SKU01023,81,5,In Stock,8,26053.65
2024-10-03,ST005,SKU01024,66,12,Overstock,5,13085.82
2024-10-03,ST005,SKU01027,85,10,Overstock,12,47572.8
2024-10-03,ST005,SKU01028,61,7,In Stock,8,18656.85
2024-10-03,ST005,SKU01029,0,16,Out of Stock,0,0.0
2024-10-03,ST005,SKU01030,2,6,Low Stock,0,1083.52
2024-10-03,ST005,SKU01032,129,16,Overstock,11,99538.98
2024-10-03,ST005,SKU01033,131,4,Overstock,24,42949.66
2024-10-03,ST005,SKU01034,35,6,Low Stock,3,4524.45
2024-10-03,ST005,SKU01035,137,10,Overstock,14,34113.0
2024-10-03,ST005,SKU01037,130,8,Overstock,8,12130.3
2024-10-03,ST005,SKU01038,104,2,Overstock,21,5230.16
2024-10-03,ST005,SKU01039,144,4,Overstock,46,63604.8
2024-10-03,ST005,SKU01040,15,8,Low Stock,2,5436.0
2024-10-03,ST005,SKU01041,126,10,Overstock,21,19551.42
2024-10-03,ST005,SKU01042,33,4,In Stock,4,13959.66
2024-10-03,ST005,SKU01045,117,1,Overstock,45,36527.4
2024-10-03,ST005,SKU01046,59,13,In Stock,5,44634.68
2024-10-03,ST005,SKU01047,15,4,In Stock,4,9791.1
2024-10-03,ST005,SKU01049,136,8,Overstock,26,30374.24
2024-10-03,ST005,SKU01050,15,10,Low Stock,1,2376.0
2024-10-03,ST006,SKU01000,76,6,In Stock,10,48738.8
2024-10-03,ST006,SKU01001,42,18,In Stock,2,22162.98
2024-10-03,ST006,SKU01002,73,1,In Stock,29,36287.57
2024-10-03,ST006,SKU01003,21,0,In Stock,8,13281.24
2024-10-03,ST006,SKU01005,51,3,In Stock,11,34164.39
2024-10-03,ST006,SKU01006,105,3,Overstock,46,48595.05
2024-10-03,ST006,SKU01007,23,11,Low Stock,1,16998.38
2024-10-03,ST006,SKU01008,41,11,In Stock,5,5326.72
2024-10-03,ST006,SKU01009,83,7,Overstock,11,2571.34
2024-10-03,ST006,SKU01010,1,7,Low Stock,0,110.38
2024-10-03,ST006,SKU01011,124,16,In Stock,11,73047.16
2024-10-03,ST006,SKU01012,63,14,In Stock,4,36725.85
2024-10-03,ST006,SKU01013,5,5,Low Stock,0,520.8
2024-10-03,ST006,SKU01014,107,14,Overstock,8,19087.73
2024-10-03,ST006,SKU01015,18,18,Low Stock,1,12595.32
2024-10-03,ST006,SKU01016,10,1,Low Stock,2,2680.4
2024-10-03,ST006,SKU01017,40,9,In Stock,3,17463.6
2024-10-03,ST006,SKU01018,101,5,Overstock,29,7132.62
2024-10-03,ST006,SKU01019,16,5,Low Stock,3,7927.36
2024-10-03,ST006,SKU01020,84,0,In Stock,22,66260.04
2024-10-03,ST006,SKU01021,131,10,Overstock,16,103106.17
2024-10-03,ST006,SKU01022,33,4,In Stock,6,18100.5
2024-10-03,ST006,SKU01023,46,4,In Stock,11,14795.9
2024-10-03,ST006,SKU01024,56,2,Overstock,11,11103.12
2024-10-03,ST006,SKU01025,105,10,Overstock,9,29866.2
2024-10-03,ST006,SKU01026,48,2,In Stock,12,30363.36
2024-10-03,ST006,SKU01028,19,5,Low Stock,4,5811.15
2024-10-03,ST006,SKU01030,61,11,Overstock,4,33047.36
2024-10-03,ST006,SKU01031,48,11,In Stock,4,36170.88
2024-10-03,ST006,SKU01032,113,13,Overstock,9,87193.06
2024-10-03,ST006,SKU01033,61,9,In Stock,4,19999.46
2024-10-03,ST006,SKU01034,130,8,Overstock,9,16805.1
2024-10-03,ST006,SKU01035,11,2,Low Stock,4,2739.0
2024-10-03,ST006,SKU01036,101,8,Overstock,13,17324.53
2024-10-03,ST006,SKU01037,42,9,In Stock,4,3919.02
2024-10-03,ST006,SKU01038,132,9,Overstock,18,6638.28
2024-10-03,ST006,SKU01039,35,9,In Stock,3,15459.5
2024-10-03,ST006,SKU01040,88,8,In Stock,5,31891.2
2024-10-03,ST006,SKU01041,83,4,In Stock,22,12879.11
2024-10-03,ST006,SKU01042,6,3,Low Stock,0,2538.12
2024-10-03,ST006,SKU01044,104,13,Overstock,7,67536.56
2024-10-03,ST006,SKU01045,37,8,Low Stock,3,11551.4
2024-10-03,ST006,SKU01046,8,5,Low Stock,2,6052.16
2024-10-03,ST006,SKU01047,140,8,Overstock,15,91383.6
2024-10-03,ST006,SKU01048,66,12,Overstock,5,4890.6
2024-10-03,ST006,SKU01049,1,8,Low Stock,0,223.34
2024-10-03,ST006,SKU01050,8,15,Low Stock,0,1267.2
2024-10-03,ST007,SKU01000,50,8,In Stock,6,32065.0
2024-10-03,ST007,SKU01002,139,3,Overstock,66,69095.51
2024-10-03,ST007,SKU01003,135,4,Overstock,44,85379.4
2024-10-03,ST007,SKU01004,47,12,In Stock,4,35481.24
2024-10-03,ST007,SKU01005,105,5,Overstock,16,70338.45
2024-10-03,ST007,SKU01006,6,8,Low Stock,0,2776.86
2024-10-03,ST007,SKU01007,21,13,Low Stock,2,15520.26
2024-10-03,ST007,SKU01008,41,11,In Stock,4,5326.72
2024-10-03,ST007,SKU01009,58,8,In Stock,10,1796.84
2024-10-03,ST007,SKU01010,48,6,In Stock,5,5298.24
2024-10-03,ST007,SKU01012,75,13,Overstock,5,43721.25
2024-10-03,ST007,SKU01013,19,12,Low Stock,1,1979.04
2024-10-03,ST007,SKU01014,110,4,Overstock,21,19622.9
2024-10-03,ST007,SKU01015,102,5,Overstock,10,71373.48
2024-10-03,ST007,SKU01016,129,6,Overstock,19,34577.16
2024-10-03,ST007,SKU01017,135,8,In Stock,23,58939.65
2024-10-03,ST007,SKU01018,103,13,Overstock,8,7273.86
2024-10-03,ST007,SKU01019,1,6,Low Stock,0,495.46
2024-10-03,ST007,SKU01020,101,13,In Stock,8,79669.81
2024-10-03,ST007,SKU01021,53,21,In Stock,4,41714.71
2024-10-03,ST007,SKU01022,88,1,Overstock,28,48268.0
2024-10-03,ST007,SKU01023,0,13,Out of Stock,0,0.0
2024-10-03,ST007,SKU01024,38,7,Overstock,4,7534.26
2024-10-03,ST007,SKU01025,132,7,Overstock,12,37546.08
2024-10-03,ST007,SKU01026,100,0,Overstock,40,63257.0
2024-10-03,ST007,SKU01027,75,11,In Stock,12,41976.0
2024-10-03,ST007,SKU01028,112,13,Overstock,8,34255.2
2024-10-03,ST007,SKU01029,5,15,Low Stock,0,2400.5
2024-10-03,ST007,SKU01030,97,13,Overstock,7,52550.72
2024-10-03,ST007,SKU01031,8,9,Low Stock,0,6028.48
2024-10-03,ST007,SKU01032,75,9,In Stock,7,57871.5
2024-10-03,ST007,SKU01033,87,0,In Stock,41,28523.82
2024-10-03,ST007,SKU01034,62,6,Overstock,18,8014.74
2024-10-03,ST007,SKU01035,89,10,Overstock,7,22161.0
2024-10-03,ST007,SKU01036,4,7,Low Stock,0,686.12
2024-10-03,ST007,SKU01037,90,6,In Stock,13,8397.9
2024-10-03,ST007,SKU01038,9,4,Low Stock,1,452.61
2024-10-03,ST007,SKU01039,53,9,Overstock,6,23410.1
2024-10-03,ST007,SKU01042,25,18,Low Stock,1,10575.5
2024-10-03,ST007,SKU01043,116,1,In Stock,37,33253.72
2024-10-03,ST007,SKU01044,42,15,In Stock,4,27274.38
2024-10-03,ST007,SKU01045,105,4,Overstock,14,32781.0
2024-10-03,ST007,SKU01046,16,6,Low Stock,1,12104.32
2024-10-03,ST007,SKU01048,105,13,Overstock,7,7780.5
2024-10-03,ST007,SKU01050,139,8,Overstock,15,22017.6
2024-10-03,ST008,SKU01000,44,3,In Stock,11,28217.2
2024-10-03,ST008,SKU01002,108,3,In Stock,18,53685.72
2024-10-03,ST008,SKU01003,7,12,Low Stock,0,4427.08
2024-10-03,ST008,SKU01004,109,4,Overstock,30,82286.28
2024-10-03,ST008,SKU01005,0,10,Out of Stock,0,0.0
2024-10-03,ST008,SKU01007,100,13,In Stock,7,73906.0
2024-10-03,ST008,SKU01008,51,5,In Stock,4,6625.92
2024-10-03,ST008,SKU01009,95,9,Overstock,7,2943.1
2024-10-03,ST008,SKU01010,103,7,Overstock,23,11369.14
2024-10-03,ST008,SKU01013,1,13,Low Stock,0,104.16
2024-10-03,ST008,SKU01014,61,16,In Stock,5,10881.79
2024-10-03,ST008,SKU01015,67,1,In Stock,19,46882.58
2024-10-03,ST008,SKU01016,30,2,Low Stock,3,8041.2
2024-10-03,ST008,SKU01017,66,0,In Stock,13,28814.94
2024-10-03,ST008,SKU01018,84,3,Overstock,14,5932.08
2024-10-03,ST008,SKU01020,121,11,Overstock,16,95446.01
2024-10-03,ST008,SKU01021,13,7,Low Stock,1,10231.91
2024-10-03,ST008,SKU01022,122,15,Overstock,10,66917.0
2024-10-03,ST008,SKU01023,124,6,Overstock,18,39884.6
2024-10-03,ST008,SKU01024,98,15,Overstock,7,19430.46
2024-10-03,ST008,SKU01025,42,12,In Stock,4,11946.48
2024-10-03,ST008,SKU01026,69,3,Overstock,14,43647.33
2024-10-03,ST008,SKU01027,103,3,Overstock,23,57647.04
2024-10-03,ST008,SKU01028,76,12,In Stock,6,23244.6
2024-10-03,ST008,SKU01029,142,2,Overstock,22,68174.2
2024-10-03,ST008,SKU01030,127,7,Overstock,19,68803.52
2024-10-03,ST008,SKU01031,13,7,Low Stock,1,9796.28
2024-10-03,ST008,SKU01032,22,14,Low Stock,1,16975.64
2024-10-03,ST008,SKU01033,64,9,In Stock,4,20983.04
2024-10-03,ST008,SKU01034,12,10,Low Stock,1,1551.24
2024-10-03,ST008,SKU01036,89,5,Overstock,10,15266.17
2024-10-03,ST008,SKU01037,144,4,Overstock,18,13436.64
2024-10-03,ST008,SKU01038,97,5,Overstock,30,4878.13
2024-10-03,ST008,SKU01039,50,15,Overstock,3,22085.0
2024-10-03,ST008,SKU01040,136,6,Overstock,13,49286.4
2024-10-03,ST008,SKU01041,87,2,In Stock,15,13499.79
2024-10-03,ST008,SKU01042,80,1,In Stock,39,33841.6
2024-10-03,ST008,SKU01043,9,18,Low Stock,0,2580.03
2024-10-03,ST008,SKU01045,100,16,Overstock,7,31220.0
2024-10-03,ST008,SKU01047,145,0,Overstock,50,94647.3
2024-10-03,ST008,SKU01048,123,4,Overstock,21,9114.3
2024-10-03,ST008,SKU01049,69,7,In Stock,8,15410.46
2024-10-04,ST001,SKU01000,45,2,In Stock,7,28858.5
2024-10-04,ST001,SKU01001,31,8,Low Stock,4,16358.39
2024-10-04,ST001,SKU01002,27,7,Low Stock,3,13421.43
2024-10-04,ST001,SKU01003,141,0,Overstock,56,89174.04
2024-10-04,ST001,SKU01004,23,5,In Stock,4,17363.16
2024-10-04,ST001,SKU01006,64,2,In Stock,16,29619.84
2024-10-04,ST001,SKU01008,63,5,In Stock,7,8184.96
2024-10-04,ST001,SKU01009,97,13,Overstock,6,3005.06
2024-10-04,ST001,SKU01011,126,11,In Stock,14,74225.34
2024-10-04,ST001,SKU01012,63,7,In Stock,9,36725.85
2024-10-04,ST001,SKU01013,25,1,Low Stock,10,2604.0
2024-10-04,ST001,SKU01014,67,4,In Stock,11,11952.13
2024-10-04,ST001,SKU01017,3,5,Low Stock,0,1309.77
2024-10-04,ST001,SKU01018,134,10,Overstock,11,9463.08
2024-10-04,ST001,SKU01019,87,9,Overstock,6,43105.02
2024-10-04,ST001,SKU01020,14,6,Low Stock,1,11043.34
2024-10-04,ST001,SKU01021,33,7,In Stock,6,25973.31
2024-10-04,ST001,SKU01022,92,8,Overstock,12,50462.0
2024-10-04,ST001,SKU01023,112,3,In Stock,49,36024.8
2024-10-04,ST001,SKU01024,102,4,Overstock,26,20223.54
2024-10-04,ST001,SKU01025,66,11,Overstock,5,18773.04
2024-10-04,ST001,SKU01026,128,8,Overstock,9,80968.96
2024-10-04,ST001,SKU01027,120,13,Overstock,8,67161.6
2024-10-04,ST001,SKU01028,97,10,Overstock,8,29667.45
2024-10-04,ST001,SKU01029,26,7,In Stock,3,12482.6
2024-10-04,ST001,SKU01030,115,13,Overstock,8,62302.4
2024-10-04,ST001,SKU01031,3,12,Low Stock,0,2260.68
2024-10-04,ST001,SKU01032,98,21,Overstock,7,75618.76
2024-10-04,ST001,SKU01033,5,8,Low Stock,0,1639.3
2024-10-04,ST001,SKU01034,36,11,In Stock,3,4653.72
2024-10-04,ST001,SKU01035,60,14,In Stock,4,14940.0
2024-10-04,ST001,SKU01036,36,8,In Stock,4,6175.08
2024-10-04,ST001,SKU01037,93,8,In Stock,7,8677.83
2024-10-04,ST001,SKU01038,131,15,Overstock,11,6587.99
2024-10-04,ST001,SKU01040,19,11,Low Stock,1,6885.6
2024-10-04,ST001,SKU01041,80,2,In Stock,31,12413.6
2024-10-04,ST001,SKU01042,38,9,In Stock,3,16074.76
2024-10-04,ST001,SKU01043,137,2,Overstock,53,39273.79
2024-10-04,ST001,SKU01044,84,11,Overstock,5,54548.76
2024-10-04,ST001,SKU01045,104,10,Overstock,17,32468.8
2024-10-04,ST001,SKU01046,40,10,In Stock,3,30260.8
2024-10-04,ST001,SKU01047,140,4,Overstock,44,91383.6
2024-10-04,ST001,SKU01048,16,11,Low Stock,2,1185.6
2024-10-04,ST001,SKU01049,17,7,Low Stock,1,3796.78
2024-10-04,ST001,SKU01050,131,1,Overstock,41,20750.4
2024-10-04,ST002,SKU01000,65,13,In Stock,7,41684.5
2024-10-04,ST002,SKU01001,96,8,Overstock,12,50658.24
2024-10-04,ST002,SKU01002,73,9,In Stock,6,36287.57
2024-10-04,ST002,SKU01003,84,13,In Stock,8,53124.96
2024-10-04,ST002,SKU01005,29,6,Low Stock,2,19426.81
2024-10-04,ST002,SKU01006,75,0,In Stock,35,34710.75
2024-10-04,ST002,SKU01008,45,5,In Stock,4,5846.4
2024-10-04,ST002,SKU01009,30,3,Low Stock,7,929.4
2024-10-04,ST002,SKU01010,111,13,Overstock,10,12252.18
2024-10-04,ST002,SKU01013,109,6,Overstock,27,11353.44
2024-10-04,ST002,SKU01014,64,3,In Stock,15,11416.96
2024-10-04,ST002,SKU01015,121,6,Overstock,26,84668.54
2024-10-04,ST002,SKU01016,14,9,Low Stock,1,3752.56
2024-10-04,ST002,SKU01017,41,10,In Stock,5,17900.19
2024-10-04,ST002,SKU01018,25,11,Low Stock,1,1765.5
2024-10-04,ST002,SKU01019,113,3,Overstock,40,55986.98
2024-10-04,ST002,SKU01020,85,5,In Stock,20,67048.85
2024-10-04,ST002,SKU01021,96,2,In Stock,27,75558.72
2024-10-04,ST002,SKU01022,61,7,Overstock,5,33458.5
2024-10-04,ST002,SKU01023,28,1,In Stock,5,9006.2
2024-10-04,ST002,SKU01024,105,6,Overstock,19,20818.35
2024-10-04,ST002,SKU01025,6,10,Low Stock,0,1706.64
2024-10-04,ST002,SKU01026,107,2,Overstock,34,67684.99
2024-10-04,ST002,SKU01027,92,21,Overstock,7,51490.56
2024-10-04,ST002,SKU01028,45,10,In Stock,3,13763.25
2024-10-04,ST002,SKU01029,91,15,Overstock,7,43689.1
2024-10-04,ST002,SKU01030,85,7,Overstock,16,46049.6
2024-10-04,ST002,SKU01031,52,10,In Stock,4,39185.12
2024-10-04,ST002,SKU01032,127,18,Overstock,10,97995.74
2024-10-04,ST002,SKU01033,127,10,Overstock,19,41638.22
2024-10-04,ST002,SKU01034,0,11,Out of Stock,0,0.0
2024-10-04,ST002,SKU01035,36,13,In Stock,4,8964.0
2024-10-04,ST002,SKU01036,111,12,Overstock,8,19039.83
2024-10-04,ST002,SKU01037,123,6,Overstock,21,11477.13
2024-10-04,ST002,SKU01038,130,6,Overstock,27,6537.7
2024-10-04,ST002,SKU01039,20,12,Low Stock,1,8834.0
2024-10-04,ST002,SKU01040,108,2,In Stock,22,39139.2
2024-10-04,ST002,SKU01041,47,4,In Stock,15,7292.99
2024-10-04,ST002,SKU01043,48,3,In Stock,9,13760.16
2024-10-04,ST002,SKU01045,39,5,Low Stock,4,12175.8
2024-10-04,ST002,SKU01046,57,15,In Stock,3,43121.64
2024-10-04,ST002,SKU01047,31,6,In Stock,5,20234.94
2024-10-04,ST002,SKU01049,31,7,In Stock,6,6923.54
2024-10-04,ST002,SKU01050,131,8,Overstock,12,20750.4
2024-10-04,ST003,SKU01000,115,8,In Stock,14,73749.5
2024-10-04,ST003,SKU01001,8,5,Low Stock,0,4221.52
2024-10-04,ST003,SKU01002,56,11,In Stock,5,27837.04
2024-10-04,ST003,SKU01003,72,12,In Stock,8,45535.68
2024-10-04,ST003,SKU01004,75,8,In Stock,8,56619.0
2024-10-04,ST003,SKU01005,69,10,In Stock,5,46222.41
2024-10-04,ST003,SKU01006,45,7,In Stock,5,20826.45
2024-10-04,ST003,SKU01007,86,8,In Stock,10,63559.16
2024-10-04,ST003,SKU01008,123,8,In Stock,20,15980.16
2024-10-04,ST003,SKU01010,89,0,Overstock,36,9823.82
2024-10-04,ST003,SKU01011,73,1,In Stock,30,43003.57
2024-10-04,ST003,SKU01012,80,17,Overstock,5,46636.0
2024-10-04,ST003,SKU01014,26,7,Low Stock,2,4638.14
2024-10-04,ST003,SKU01015,25,7,Low Stock,3,17493.5
2024-10-04,ST003,SKU01016,95,8,In Stock,14,25463.8
2024-10-04,ST003,SKU01017,1,4,Low Stock,0,436.59
2024-10-04,ST003,SKU01019,0,5,Out of Stock,0,0.0
2024-10-04,ST003,SKU01020,101,9,In Stock,10,79669.81
2024-10-04,ST003,SKU01022,65,8,Overstock,15,35652.5
2024-10-04,ST003,SKU01023,87,0,In Stock,43,27983.55
2024-10-04,ST003,SKU01024,44,11,Overstock,4,8723.88
2024-10-04,ST003,SKU01025,1,13,Low Stock,0,284.44
2024-10-04,ST003,SKU01027,2,11,Low Stock,0,1119.36
2024-10-04,ST003,SKU01028,107,17,Overstock,10,32725.95
2024-10-04,ST003,SKU01029,0,15,Out of Stock,0,0.0
2024-10-04,ST003,SKU01030,132,9,Overstock,11,71512.32
2024-10-04,ST003,SKU01031,92,16,Overstock,6,69327.52
2024-10-04,ST003,SKU01032,58,9,In Stock,14,44753.96
2024-10-04,ST003,SKU01033,53,5,In Stock,8,17376.58
2024-10-04,ST003,SKU01034,115,2,Overstock,37,14866.05
2024-10-04,ST003,SKU01036,113,3,Overstock,44,19382.89
2024-10-04,ST003,SKU01037,99,10,In Stock,10,9237.69
2024-10-04,ST003,SKU01038,76,6,Overstock,9,3822.04
2024-10-04,ST003,SKU01039,75,19,Overstock,5,33127.5
2024-10-04,ST003,SKU01040,0,8,Out of Stock,0,0.0
2024-10-04,ST003,SKU01041,109,4,Overstock,46,16913.53
2024-10-04,ST003,SKU01042,125,17,In Stock,10,52877.5
2024-10-04,ST003,SKU01043,71,9,In Stock,6,20353.57
2024-10-04,ST003,SKU01044,89,7,Overstock,6,57795.71
2024-10-04,ST003,SKU01045,36,13,Low Stock,4,11239.2
2024-10-04,ST003,SKU01046,20,9,Low Stock,2,15130.4
2024-10-04,ST003,SKU01047,43,7,In Stock,4,28067.82
2024-10-04,ST003,SKU01048,7,13,Low Stock,0,518.7
2024-10-04,ST003,SKU01049,93,5,Overstock,17,20770.62
2024-10-04,ST003,SKU01050,37,6,Low Stock,3,5860.8
2024-10-04,ST004,SKU01000,62,13,In Stock,6,39760.6
2024-10-04,ST004,SKU01001,93,14,Overstock,7,49075.17
2024-10-04,ST004,SKU01002,144,2,Overstock,27,71580.96
2024-10-04,ST004,SKU01004,97,6,In Stock,18,73227.24
2024-10-04,ST004,SKU01005,71,10,In Stock,10,47562.19
2024-10-04,ST004,SKU01006,40,6,In Stock,5,18512.4
2024-10-04,ST004,SKU01007,134,1,In Stock,50,99034.04
2024-10-04,ST004,SKU01008,66,10,In Stock,9,8574.72
2024-10-04,ST004,SKU01009,24,6,Low Stock,5,743.52
2024-10-04,ST004,SKU01011,111,7,In Stock,11,65388.99
2024-10-04,ST004,SKU01012,17,8,Low Stock,2,9910.15
2024-10-04,ST004,SKU01013,129,12,Overstock,13,13436.64
2024-10-04,ST004,SKU01014,134,12,Overstock,11,23904.26
2024-10-04,ST004,SKU01015,14,8,Low Stock,1,9796.36
2024-10-04,ST004,SKU01016,22,13,Low Stock,1,5896.88
2024-10-04,ST004,SKU01020,0,11,Out of Stock,0,0.0
2024-10-04,ST004,SKU01021,44,2,In Stock,15,34631.08
2024-10-04,ST004,SKU01022,56,10,In Stock,4,30716.0
2024-10-04,ST004,SKU01023,53,8,In Stock,4,17047.45
2024-10-04,ST004,SKU01024,51,1,Overstock,18,10111.77
2024-10-04,ST004,SKU01025,109,3,Overstock,38,31003.96
2024-10-04,ST004,SKU01027,8,7,Low Stock,1,4477.44
2024-10-04,ST004,SKU01028,115,6,Overstock,14,35172.75
2024-10-04,ST004,SKU01029,105,4,Overstock,8,50410.5
2024-10-04,ST004,SKU01031,106,9,Overstock,9,79877.36
2024-10-04,ST004,SKU01032,73,5,In Stock,8,56328.26
2024-10-04,ST004,SKU01033,88,10,In Stock,6,28851.68
2024-10-04,ST004,SKU01034,49,14,In Stock,4,6334.23
2024-10-04,ST004,SKU01035,69,6,Overstock,8,17181.0
2024-10-04,ST004,SKU01036,0,12,Out of Stock,0,0.0
2024-10-04,ST004,SKU01037,31,5,Low Stock,5,2892.61
2024-10-04,ST004,SKU01038,126,8,Overstock,14,6336.54
2024-10-04,ST004,SKU01039,86,10,Overstock,9,37986.2
2024-10-04,ST004,SKU01040,20,3,Low Stock,4,7248.0
2024-10-04,ST004,SKU01042,80,17,In Stock,6,33841.6
2024-10-04,ST004,SKU01043,92,19,In Stock,6,26373.64
2024-10-04,ST004,SKU01044,51,11,In Stock,5,33118.89
2024-10-04,ST004,SKU01046,121,10,Overstock,12,91538.92
2024-10-04,ST004,SKU01047,90,7,In Stock,14,58746.6
2024-10-04,ST004,SKU01048,0,9,Out of Stock,0,0.0
2024-10-04,ST004,SKU01049,81,5,Overstock,16,18090.54
2024-10-04,ST004,SKU01050,38,6,Low Stock,12,6019.2
2024-10-04,ST005,SKU01001,44,20,In Stock,3,23218.36
2024-10-04,ST005,SKU01002,49,7,In Stock,6,24357.41
2024-10-04,ST005,SKU01003,11,7,Low Stock,1,6956.84
2024-10-04,ST005,SKU01004,90,11,In Stock,7,67942.8
2024-10-04,ST005,SKU01005,70,15,In Stock,5,46892.3
2024-10-04,ST005,SKU01007,107,11,In Stock,8,79079.42
2024-10-04,ST005,SKU01008,26,15,Low Stock,2,3377.92
2024-10-04,ST005,SKU01009,90,8,Overstock,7,2788.2
2024-10-04,ST005,SKU01010,105,2,Overstock,22,11589.9
2024-10-04,ST005,SKU01011,136,11,Overstock,14,80116.24
